customerid,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
15678,52.0,1,352.7,3,4,4,344,Others
16249,52.0,5,1800.07,3,2,2,322,Others
16848,52.0,1,281.42,3,4,4,344,Others
17534,53.0,1,223.36,3,5,5,355,Others
18042,53.0,1,165.05,3,5,5,355,Others
16542,53.0,1,119.62,3,4,5,345,Others
15012,53.0,2,384.22,3,3,4,334,Others
14443,53.0,4,1420.2,3,2,2,322,Others
12475,53.0,1,723.38,3,5,3,353,Others
15545,53.0,2,288.97,3,4,4,344,Others
16563,53.0,1,1077.74,3,4,2,342,Others
17201,53.0,1,289.78,3,4,4,344,Others
17520,53.0,1,546.81,3,5,3,353,Others
13923,53.0,1,351.13,3,4,4,344,Others
17205,53.0,1,384.08,3,4,4,344,Others
13875,53.0,5,1786.79,3,2,2,322,Others
16412,53.0,1,115.89,3,4,5,345,Others
15335,53.0,1,167.72,3,5,5,355,Others
13760,53.0,2,262.82,3,4,4,344,Others
17734,53.0,3,700.63,3,2,3,323,Others
16052,53.0,1,362.06,3,4,4,344,Others
13750,53.0,5,1647.26,3,2,2,322,Others
17527,53.0,4,939.37,3,2,2,322,Others
16934,54.0,2,905.53,3,3,3,333,Others
15994,54.0,1,389.52,3,4,4,344,Others
15440,54.0,3,381.44,3,2,4,324,Others
16674,54.0,2,304.24,3,4,4,344,Others
14780,54.0,2,447.68,3,3,4,334,Others
13034,54.0,2,642.77,3,3,3,333,Others
13878,54.0,1,1271.57,3,4,2,342,Others
16206,54.0,4,535.41,3,2,3,323,Others
12940,54.0,2,884.69,3,3,3,333,Others
12454,55.0,1,3528.34,3,5,1,351,Others
17180,55.0,4,783.97,3,2,3,323,Others
13006,55.0,1,81.57,3,5,5,355,Others
15826,55.0,3,1654.31,3,2,2,322,Others
17892,55.0,3,244.1,3,2,5,325,Others
13136,55.0,5,2607.61,3,2,1,321,Others
16081,55.0,5,2788.07,3,2,1,321,Others
17986,55.0,1,20.8,3,4,5,345,Others
16394,56.0,5,1555.34,3,2,2,322,Others
12631,56.0,1,640.5,3,5,3,353,Others
16224,56.0,4,1295.3,3,2,2,322,Others
16430,56.0,1,300.85,3,4,4,344,Others
14975,56.0,1,279.94,3,4,4,344,Others
15620,56.0,3,1553.18,3,3,2,332,Others
13911,56.0,9,2580.91,3,1,1,311,Others
16793,56.0,1,243.84,3,5,5,355,Others
16121,56.0,2,756.36,3,3,3,333,Others
18228,56.0,2,779.9,3,3,3,333,Others
16773,56.0,1,160.34,3,5,5,355,Others
13858,56.0,1,216.17,3,5,5,355,Others
14567,56.0,2,1530.36,3,3,2,332,Others
16950,56.0,3,1174.36,3,3,2,332,Others
17614,56.0,1,385.48,3,4,4,344,Others
14976,56.0,7,790.86,3,1,3,313,Others
14089,56.0,1,158.75,3,5,5,355,Others
16239,56.0,2,414.2,3,3,4,334,Others
17181,56.0,2,239.92,3,4,5,345,Others
15272,56.0,2,721.94,3,3,3,333,Others
18160,56.0,2,638.06,3,3,3,333,Others
14624,56.0,2,225.85,3,4,5,345,Others
12613,56.0,5,3344.38,3,2,1,321,Others
14555,56.0,2,312.54,3,4,4,344,Others
13213,56.0,5,1520.58,3,2,2,322,Others
14937,56.0,3,1621.88,3,3,2,332,Others
16413,56.0,1,260.5,3,4,4,344,Others
13853,56.0,1,1090.14,3,4,2,342,Others
15367,56.0,4,1877.59,3,2,2,322,Others
17771,56.0,2,245.39,3,4,5,345,Others
14421,56.0,2,813.11,3,3,3,333,Others
16770,57.0,5,744.89,3,2,3,323,Others
13487,57.0,3,575.4,3,2,3,323,Others
18277,57.0,1,110.38,3,4,5,345,Others
12359,57.0,4,6195.28,3,2,1,321,Others
12446,57.0,1,1002.31,3,4,2,342,Others
12876,57.0,2,2218.02,3,3,1,331,Others
13865,57.0,4,501.56,3,2,3,323,Others
17509,57.0,8,6083.64,3,1,1,311,Others
14775,57.0,3,1011.9,3,2,2,322,Others
17169,57.0,2,835.78,3,3,3,333,Others
15831,57.0,3,785.28,3,2,3,323,Others
13464,57.0,1,674.68,3,5,3,353,Others
17279,57.0,1,181.93,3,5,5,355,Others
12667,57.0,1,620.13,3,5,3,353,Others
16753,57.0,1,223.92,3,5,5,355,Others
14852,57.0,6,2836.69,3,1,1,311,Others
14537,57.0,1,355.56,3,4,4,344,Others
13930,57.0,2,337.34,3,4,4,344,Others
13827,57.0,3,409.8,3,3,4,334,Others
14541,58.0,8,1394.9,3,1,2,312,Others
16086,58.0,5,1121.39,3,2,2,322,Others
12679,58.0,4,1113.02,3,2,2,322,Others
14761,58.0,2,255.9,3,4,4,344,Others
12602,58.0,1,153.12,3,5,5,355,Others
16171,58.0,1,73.2,3,5,5,355,Others
13627,58.0,5,1638.47,3,2,2,322,Others
16120,58.0,4,1229.94,3,2,2,322,Others
15840,58.0,2,355.56,3,3,4,334,Others
12633,58.0,4,2163.98,3,2,1,321,Others
18171,58.0,5,1231.31,3,2,2,322,Others
17913,58.0,2,374.6,3,3,4,334,Others
17489,58.0,2,376.64,3,3,4,334,Others
14642,58.0,1,96.12,3,4,5,345,Others
13842,58.0,9,3385.62,3,1,1,311,Others
13520,58.0,6,3624.35,3,1,1,311,Others
17064,58.0,3,852.5,3,3,3,333,Others
15281,58.0,9,2332.15,3,1,1,311,Others
15421,58.0,4,950.36,3,2,2,322,Others
16652,58.0,7,6773.97,3,1,1,311,Others
13690,58.0,1,172.25,3,5,5,355,Others
12836,58.0,4,2597.76,3,2,1,321,Others
17190,58.0,2,444.74,3,3,4,334,Others
17863,58.0,6,3160.0,3,1,1,311,Others
13919,58.0,2,384.81,3,3,4,334,Others
15199,58.0,4,1268.7,3,2,2,322,Others
16203,58.0,4,592.9,3,2,3,323,Others
13208,58.0,6,1203.08,3,1,2,312,Others
15038,58.0,6,675.99,3,1,3,313,Others
13352,59.0,1,397.98,3,5,4,354,Others
14952,59.0,11,8099.49,3,1,1,311,Others
14201,59.0,7,747.44,3,1,3,313,Others
17284,59.0,6,1638.13,3,1,2,312,Others
17214,59.0,6,1046.67,3,1,2,312,Others
17589,59.0,4,2396.67,3,2,1,321,Others
12530,59.0,4,1662.28,3,2,2,322,Others
15128,59.0,4,1471.0,3,2,2,322,Others
17552,59.0,4,930.41,3,2,2,322,Others
13517,59.0,3,2128.42,3,2,1,321,Others
14535,59.0,3,2818.27,3,2,1,321,Others
14175,59.0,3,3222.3,3,2,1,321,Others
16385,59.0,3,554.86,3,2,3,323,Others
14529,59.0,3,553.12,3,2,3,323,Others
16136,59.0,3,709.38,3,3,3,333,Others
13666,59.0,3,84.65,3,3,5,335,Others
13224,59.0,2,2155.95,3,3,1,331,Others
14857,59.0,2,1173.12,3,3,2,332,Others
15211,59.0,2,894.41,3,3,3,333,Others
13109,59.0,2,786.54,3,3,3,333,Others
17462,59.0,2,675.69,3,3,3,333,Others
14451,59.0,2,627.79,3,3,3,333,Others
16861,59.0,2,173.76,3,4,5,345,Others
13283,59.0,2,93.66,3,4,5,345,Others
12824,59.0,1,397.12,3,4,4,344,Others
16776,59.0,1,337.31,3,4,4,344,Others
12607,59.0,1,1579.51,3,4,2,342,Others
17620,59.0,1,81.44,3,5,5,355,Others
13980,59.0,1,200.14,3,5,5,355,Others
15886,59.0,1,181.09,3,5,5,355,Others
15553,59.0,1,406.08,3,5,4,354,Others
12772,59.0,1,892.47,3,5,3,353,Others
16518,60.0,2,484.32,3,3,4,334,Others
16595,60.0,1,358.44,3,4,4,344,Others
18126,60.0,1,200.92,3,5,5,355,Others
13473,60.0,2,422.64,3,3,4,334,Others
14027,60.0,1,104.82,3,4,5,345,Others
14801,60.0,1,188.09,3,5,5,355,Others
16179,60.0,1,215.83,3,5,5,355,Others
18169,60.0,1,202.65,3,5,5,355,Others
15193,60.0,1,499.32,3,5,3,353,Others
13260,60.0,1,557.62,3,5,3,353,Others
16395,60.0,5,1458.99,3,2,2,322,Others
14665,60.0,5,1835.7,3,2,2,322,Others
13373,60.0,3,3312.25,3,2,1,321,Others
14128,60.0,2,637.5,3,3,3,333,Others
16685,60.0,2,322.68,3,4,4,344,Others
16380,60.0,1,1626.99,3,4,2,342,Others
17025,60.0,3,357.77,3,2,4,324,Others
17648,60.0,4,1797.5,3,2,2,322,Others
15304,60.0,8,694.4,3,1,3,313,Others
15756,60.0,4,527.23,3,2,3,323,Others
15606,60.0,9,2920.16,3,1,1,311,Others
16982,60.0,1,384.06,3,4,4,344,Others
18088,60.0,1,164.18,3,5,5,355,Others
13193,60.0,1,104.23,3,4,5,345,Others
16921,60.0,1,143.18,3,5,5,355,Others
14514,60.0,3,962.6,3,2,2,322,Others
16248,61.0,1,152.94,3,5,5,355,Others
16104,61.0,1,298.21,3,4,4,344,Others
13259,61.0,1,266.95,3,4,4,344,Others
13763,62.0,1,1714.96,3,5,2,352,Others
12885,62.0,3,1175.22,3,3,2,332,Others
13689,62.0,1,910.0,3,5,3,353,Others
14029,62.0,2,467.66,3,3,4,334,Others
16354,62.0,2,395.8,3,3,4,334,Others
12492,62.0,2,263.21,3,4,4,344,Others
18136,62.0,3,784.33,3,2,3,323,Others
16477,63.0,7,2494.46,3,1,1,311,Others
14819,63.0,2,272.07,3,4,4,344,Others
13359,63.0,1,439.56,3,5,4,354,Others
12394,63.0,2,1272.48,3,3,2,332,Others
13276,63.0,2,590.93,3,3,3,333,Others
15815,63.0,5,2100.6,3,2,1,321,Others
13419,63.0,1,221.06,3,5,5,355,Others
15706,63.0,4,1060.56,3,2,2,322,Others
17030,63.0,1,146.87,3,5,5,355,Others
15766,63.0,1,315.06,3,4,4,344,Others
13049,63.0,2,656.68,3,3,3,333,Others
12420,63.0,1,600.39,3,5,3,353,Others
12519,63.0,1,330.84,3,4,4,344,Others
15937,63.0,1,145.35,3,5,5,355,Others
13023,63.0,2,689.9,3,3,3,333,Others
14257,63.0,5,3099.72,3,2,1,321,Others
14959,63.0,4,689.17,3,2,3,323,Others
13169,63.0,2,712.88,3,3,3,333,Others
15300,63.0,1,496.44,3,5,3,353,Others
16184,63.0,6,1158.79,3,1,2,312,Others
13348,63.0,1,233.76,3,5,5,355,Others
17921,63.0,4,819.39,3,2,3,323,Others
13876,63.0,1,122.7,3,4,5,345,Others
13587,63.0,1,712.4,3,5,3,353,Others
12781,63.0,2,826.74,3,3,3,333,Others
15264,63.0,1,393.74,3,4,4,344,Others
14792,63.0,1,6.2,3,5,5,355,Others
14067,63.0,2,374.7,3,3,4,334,Others
13504,63.0,1,295.93,3,4,4,344,Others
12939,63.0,8,11581.8,3,1,1,311,Others
15306,63.0,3,1174.35,3,3,2,332,Others
12923,63.0,1,172.82,3,5,5,355,Others
14518,63.0,1,174.37,3,5,5,355,Others
12740,63.0,1,427.6,3,5,4,354,Others
16432,63.0,1,287.4,3,4,4,344,Others
13422,63.0,1,2626.3,3,5,1,351,Others
15315,63.0,2,570.5,3,3,3,333,Others
16316,63.0,8,2938.91,3,1,1,311,Others
16455,63.0,7,1841.18,3,1,2,312,Others
14844,63.0,4,3189.81,3,2,1,321,Others
13806,63.0,1,256.38,3,4,4,344,Others
15518,63.0,8,1880.6,3,1,2,312,Others
13771,63.0,4,2634.45,3,2,1,321,Others
15874,63.0,7,4380.8,3,1,1,311,Others
14317,64.0,1,508.58,3,5,3,353,Others
16160,64.0,2,1025.44,3,3,2,332,Others
16895,64.0,1,183.53,3,5,5,355,Others
18033,64.0,1,92.17,3,4,5,345,Others
17382,64.0,1,65.4,3,5,5,355,Others
15244,64.0,2,631.57,3,3,3,333,Others
14396,64.0,2,487.99,3,3,3,333,Others
14054,64.0,1,92.46,3,4,5,345,Others
13845,64.0,1,312.98,3,4,4,344,Others
14389,64.0,2,1043.46,3,3,2,332,Others
15048,64.0,4,381.0,3,2,4,324,Others
17483,64.0,3,414.04,3,3,4,334,Others
13591,64.0,3,1117.13,3,2,2,322,Others
17647,64.0,1,133.06,3,5,5,355,Others
15416,64.0,4,3984.32,3,2,1,321,Others
13602,64.0,1,428.89,3,5,4,354,Others
15762,64.0,2,583.75,3,3,3,333,Others
12789,64.0,1,91.85,3,4,5,345,Others
13947,64.0,1,90.6,3,4,5,345,Others
15837,64.0,1,391.98,3,4,4,344,Others
13177,64.0,1,282.45,3,4,4,344,Others
16040,64.0,3,1313.55,3,3,2,332,Others
16758,64.0,1,369.34,3,4,4,344,Others
14538,64.0,2,388.25,3,3,4,334,Others
17222,64.0,1,328.65,3,4,4,344,Others
16803,64.0,1,332.3,3,4,4,344,Others
17957,65.0,1,111.68,3,4,5,345,Others
15339,65.0,2,561.62,3,3,3,333,Others
13552,65.0,12,3698.47,3,1,1,311,Others
17667,65.0,5,2055.51,3,2,1,321,Others
15127,65.0,1,406.53,3,5,4,354,Others
15276,65.0,1,128.63,3,5,5,355,Others
16106,65.0,1,108.38,3,4,5,345,Others
15730,65.0,3,1120.88,3,2,2,322,Others
13792,65.0,2,195.55,3,4,5,345,Others
13317,65.0,6,2273.68,3,1,1,311,Others
15181,65.0,3,689.48,3,2,3,323,Others
16374,65.0,2,454.58,3,3,4,334,Others
12843,65.0,8,1674.37,3,1,2,312,Others
13351,65.0,1,373.94,3,4,4,344,Others
16059,65.0,6,1442.31,3,1,2,312,Others
15228,65.0,4,3386.71,3,2,1,321,Others
13989,65.0,2,1266.08,3,3,2,332,Others
12457,65.0,7,2363.23,3,1,1,311,Others
14462,65.0,11,1949.35,3,1,2,312,Others
15757,65.0,2,714.42,3,3,3,333,Others
12512,65.0,2,132.18,3,4,5,345,Others
15739,65.0,1,449.12,3,5,4,354,Others
16140,65.0,2,725.18,3,3,3,333,Others
13483,65.0,1,140.34,3,5,5,355,Others
15255,66.0,1,890.85,3,5,3,353,Others
12413,66.0,3,758.1,3,2,3,323,Others
16875,66.0,5,2095.53,3,2,1,321,Others
14184,66.0,1,452.89,3,5,4,354,Others
13801,66.0,1,324.8,3,4,4,344,Others
16881,66.0,1,432.0,3,5,4,354,Others
16441,66.0,2,368.6,3,3,4,334,Others
13431,66.0,2,1269.1,3,3,2,332,Others
15930,66.0,1,426.63,3,5,4,354,Others
15241,66.0,8,1756.44,3,1,2,312,Others
16556,66.0,7,3313.79,3,1,1,311,Others
12637,66.0,8,5993.91,3,1,1,311,Others
15299,66.0,7,4507.01,3,1,1,311,Others
16253,66.0,2,3683.86,3,3,1,331,Others
16183,66.0,1,338.71,3,4,4,344,Others
16882,66.0,3,705.12,3,2,3,323,Others
14651,66.0,2,653.75,3,3,3,333,Others
14644,67.0,2,830.76,3,3,3,333,Others
14970,67.0,4,1592.06,3,2,2,322,Others
16774,67.0,4,652.67,3,2,3,323,Others
14333,67.0,1,415.2,3,5,4,354,Others
18116,67.0,8,1398.23,3,1,2,312,Others
12886,67.0,2,1378.4,3,3,2,332,Others
14488,67.0,1,1064.28,3,4,2,342,Others
14193,67.0,2,853.39,3,3,3,333,Others
13635,67.0,1,1071.03,3,4,2,342,Others
13344,67.0,3,2511.69,3,2,1,321,Others
16667,67.0,2,567.18,3,3,3,333,Others
15091,67.0,1,480.71,3,5,4,354,Others
16693,68.0,2,477.86,3,3,4,334,Others
15774,68.0,1,270.8,3,4,4,344,Others
15579,68.0,2,301.04,3,4,4,344,Others
16591,68.0,1,213.5,3,5,5,355,Others
15164,68.0,3,814.52,3,3,3,333,Others
16613,69.0,1,618.59,3,5,3,353,Others
13347,69.0,1,341.36,3,4,4,344,Others
18008,69.0,9,2046.96,3,1,1,311,Others
12842,69.0,2,1118.99,3,3,2,332,Others
12694,69.0,2,869.67,3,3,3,333,Others
15185,69.0,1,310.62,3,4,4,344,Others
16404,69.0,1,443.05,3,5,4,354,Others
15834,69.0,4,2156.56,3,2,1,321,Others
14305,70.0,3,1858.96,3,2,2,322,Others
17376,70.0,2,203.2,3,4,5,345,Others
17724,70.0,3,1033.0,3,2,2,322,Others
18204,70.0,3,1887.54,3,2,2,322,Others
16268,70.0,2,667.65,3,3,3,333,Others
14916,70.0,4,1268.98,3,2,2,322,Others
16574,70.0,1,451.44,3,5,4,354,Others
13972,70.0,2,190.25,3,4,5,345,Others
12703,70.0,1,283.55,3,4,4,344,Others
12718,70.0,1,238.25,3,5,5,355,Others
13503,70.0,1,216.85,3,5,5,355,Others
13764,70.0,3,1492.11,3,3,2,332,Others
15062,70.0,4,987.86,3,2,2,322,Others
16233,70.0,3,536.68,3,3,3,333,Others
12458,70.0,2,947.4,3,3,2,332,Others
12822,70.0,2,948.88,3,3,2,332,Others
15593,70.0,1,199.8,3,5,5,355,Others
15321,70.0,3,2748.31,3,2,1,321,Others
12728,70.0,4,836.33,3,2,3,323,Others
18053,70.0,1,300.02,3,4,4,344,Others
13095,70.0,1,74.4,3,5,5,355,Others
13886,70.0,1,243.56,3,5,5,355,Others
17905,70.0,4,798.99,3,2,3,323,Others
13364,70.0,1,134.96,3,5,5,355,Others
14409,70.0,6,2059.45,3,1,1,311,Others
16101,70.0,1,1290.7,3,4,2,342,Others
14681,70.0,3,498.95,3,3,3,333,Others
13092,70.0,5,477.83,3,2,4,324,Others
17572,70.0,4,226.75,3,2,5,325,Others
13354,70.0,1,743.53,3,5,3,353,Others
14164,70.0,2,1631.77,3,3,2,332,Others
16589,70.0,3,459.24,3,3,4,334,Others
16690,71.0,2,225.58,3,4,5,345,Others
14475,71.0,3,925.85,3,3,3,333,Others
18235,71.0,3,1796.48,3,2,2,322,Others
18192,71.0,1,957.97,3,4,2,342,Others
16909,71.0,1,379.14,4,4,4,444,Champions
12372,71.0,3,1298.04,4,3,2,432,Loyal Customers
18265,71.0,2,801.51,4,3,3,433,Loyal Customers
15036,71.0,3,420.64,4,3,4,434,Loyal Customers
14609,71.0,4,601.56,4,2,3,423,Potential Loyalist
13061,71.0,1,248.61,4,4,4,444,Champions
17783,71.0,2,283.47,4,4,4,444,Champions
17427,71.0,1,100.8,4,4,5,445,Champions
14947,71.0,2,290.82,4,4,4,444,Champions
17819,71.0,7,3704.87,4,1,1,411,Potential Loyalist
17894,71.0,8,1114.76,4,1,2,412,Potential Loyalist
15348,71.0,1,158.04,4,5,5,455,Champions
13321,71.0,2,567.36,4,3,3,433,Loyal Customers
12393,71.0,4,1549.4,4,2,2,422,Potential Loyalist
16650,71.0,1,518.42,4,5,3,453,Loyal Customers
15030,71.0,2,518.28,4,3,3,433,Loyal Customers
17950,71.0,3,438.0,4,3,4,434,Loyal Customers
13901,71.0,5,2867.2,4,2,1,421,Potential Loyalist
17513,71.0,1,513.2,4,5,3,453,Loyal Customers
15175,71.0,1,224.14,4,5,5,455,Champions
14978,71.0,5,1910.12,4,2,2,422,Potential Loyalist
18242,71.0,4,2232.49,4,2,1,421,Potential Loyalist
13741,71.0,3,668.43,4,3,3,433,Loyal Customers
16321,71.0,5,373.65,4,2,4,424,Potential Loyalist
16281,71.0,1,2062.06,4,5,1,451,Loyal Customers
16182,71.0,4,6617.65,4,2,1,421,Potential Loyalist
17656,72.0,5,1674.69,4,2,2,422,Potential Loyalist
15827,72.0,14,1836.09,4,1,2,412,Potential Loyalist
16181,72.0,1,305.54,4,4,4,444,Champions
15841,72.0,4,1224.06,4,2,2,422,Potential Loyalist
13016,72.0,3,789.89,4,2,3,423,Potential Loyalist
16122,72.0,4,684.42,4,2,3,423,Potential Loyalist
16681,72.0,6,1770.34,4,1,2,412,Potential Loyalist
17591,72.0,7,2169.36,4,1,1,411,Potential Loyalist
13397,72.0,5,1544.13,4,2,2,422,Potential Loyalist
13515,72.0,4,891.12,4,2,3,423,Potential Loyalist
12455,72.0,6,2466.86,4,1,1,411,Potential Loyalist
13979,72.0,1,869.87,4,5,3,453,Loyal Customers
14109,72.0,1,144.2,4,5,5,455,Champions
17370,72.0,4,446.18,4,2,4,424,Potential Loyalist
15674,72.0,5,2446.6,4,2,1,421,Potential Loyalist
13505,72.0,4,4393.63,4,2,1,421,Potential Loyalist
17674,73.0,2,551.04,4,3,3,433,Loyal Customers
17997,73.0,8,1960.12,4,1,2,412,Potential Loyalist
13639,73.0,1,1013.42,4,4,2,442,Loyal Customers
17788,73.0,2,1117.9,4,3,2,432,Loyal Customers
16462,73.0,3,136.0,4,2,5,425,Potential Loyalist
14473,73.0,2,234.34,4,4,5,445,Champions
13035,73.0,2,921.88,4,3,3,433,Loyal Customers
18278,73.0,1,173.9,4,5,5,455,Champions
14272,73.0,2,437.96,4,3,4,434,Loyal Customers
13233,73.0,2,605.12,4,3,3,433,Loyal Customers
17061,73.0,11,5232.23,4,1,1,411,Potential Loyalist
14818,73.0,3,657.8,4,3,3,433,Loyal Customers
16629,73.0,2,408.63,4,3,4,434,Loyal Customers
13434,73.0,2,534.24,4,3,3,433,Loyal Customers
13405,73.0,3,572.45,4,2,3,423,Potential Loyalist
14908,73.0,1,277.8,4,4,4,444,Champions
13866,73.0,1,145.67,4,5,5,455,Champions
13555,73.0,4,4098.88,4,2,1,421,Potential Loyalist
12612,73.0,1,704.04,4,5,3,453,Loyal Customers
16266,73.0,7,854.64,4,1,3,413,Potential Loyalist
16468,73.0,1,74.9,4,5,5,455,Champions
12987,73.0,2,558.7,4,3,3,433,Loyal Customers
15958,73.0,1,104.35,4,4,5,445,Champions
16778,73.0,2,245.94,4,4,5,445,Champions
17805,73.0,1,512.31,4,5,3,453,Loyal Customers
15243,73.0,1,316.68,4,4,4,444,Champions
14101,73.0,6,5976.79,4,1,1,411,Potential Loyalist
13514,73.0,1,152.2,4,5,5,455,Champions
16383,74.0,2,597.64,4,3,3,433,Loyal Customers
17154,74.0,1,329.34,4,4,4,444,Champions
15366,74.0,2,602.51,4,3,3,433,Loyal Customers
14152,74.0,2,621.29,4,3,3,433,Loyal Customers
16198,74.0,1,400.68,4,5,4,454,Champions
16342,74.0,4,322.41,4,2,4,424,Potential Loyalist
16603,74.0,2,482.47,4,3,4,434,Loyal Customers
15626,74.0,2,675.8,4,3,3,433,Loyal Customers
15312,74.0,4,924.85,4,2,3,423,Potential Loyalist
12348,74.0,4,1595.64,4,2,2,422,Potential Loyalist
15154,74.0,1,240.18,4,5,5,455,Champions
14757,74.0,1,420.5,4,5,4,454,Champions
14806,74.0,1,193.39,4,5,5,455,Champions
12545,74.0,2,1000.39,4,3,2,432,Loyal Customers
16594,74.0,1,181.09,4,5,5,455,Champions
12412,74.0,3,1226.88,4,3,2,432,Loyal Customers
18155,74.0,3,371.62,4,2,4,424,Potential Loyalist
14235,74.0,5,3144.86,4,2,1,421,Potential Loyalist
12823,74.0,5,1759.5,4,2,2,422,Potential Loyalist
13670,74.0,1,349.7,4,4,4,444,Champions
13927,74.0,1,348.99,4,4,4,444,Champions
18066,74.0,1,318.0,4,4,4,444,Champions
13390,74.0,1,544.08,4,5,3,453,Loyal Customers
16480,75.0,1,766.85,4,5,3,453,Loyal Customers
17506,75.0,1,302.2,4,4,4,444,Champions
15799,75.0,3,876.09,4,3,3,433,Loyal Customers
16689,75.0,2,422.6,4,3,4,434,Loyal Customers
14561,75.0,3,1080.76,4,2,2,422,Potential Loyalist
17498,75.0,1,272.22,4,4,4,444,Champions
13787,75.0,2,251.37,4,4,4,444,Champions
16485,76.0,1,361.45,4,4,4,444,Champions
16872,76.0,3,680.02,4,2,3,423,Potential Loyalist
15978,76.0,1,1098.78,4,4,2,442,Loyal Customers
14014,76.0,1,505.18,4,5,3,453,Loyal Customers
14652,76.0,1,114.18,4,4,5,445,Champions
13336,76.0,1,795.12,4,5,3,453,Loyal Customers
15549,76.0,3,1635.91,4,2,2,422,Potential Loyalist
15475,76.0,1,454.11,4,5,4,454,Champions
14880,76.0,3,690.59,4,2,3,423,Potential Loyalist
12930,77.0,2,415.8,4,3,4,434,Loyal Customers
16715,77.0,1,301.72,4,4,4,444,Champions
13127,77.0,1,259.17,4,4,4,444,Champions
12609,77.0,3,1126.85,4,3,2,432,Loyal Customers
13055,77.0,3,1214.41,4,3,2,432,Loyal Customers
17311,77.0,2,1384.85,4,3,2,432,Loyal Customers
12739,77.0,2,1013.04,4,3,2,432,Loyal Customers
16236,77.0,1,432.2,4,5,4,454,Champions
16978,77.0,1,344.33,4,4,4,444,Champions
13486,77.0,3,1122.41,4,3,2,432,Loyal Customers
12579,77.0,1,440.42,4,5,4,454,Champions
17079,77.0,1,118.8,4,4,5,445,Champions
15067,77.0,3,1744.76,4,2,2,422,Potential Loyalist
12516,77.0,2,1312.06,4,3,2,432,Loyal Customers
13519,77.0,1,122.75,4,4,5,445,Champions
13279,77.0,1,137.75,4,5,5,455,Champions
14038,77.0,3,1560.38,4,3,2,432,Loyal Customers
14854,77.0,7,2740.03,4,1,1,411,Potential Loyalist
13220,77.0,4,819.29,4,2,3,423,Potential Loyalist
17603,77.0,1,394.72,4,4,4,444,Champions
17388,77.0,4,1259.56,4,2,2,422,Potential Loyalist
14147,77.0,2,483.4,4,3,4,434,Loyal Customers
18189,77.0,2,1090.24,4,3,2,432,Loyal Customers
13320,77.0,4,1532.2,4,2,2,422,Potential Loyalist
17480,77.0,1,511.82,4,5,3,453,Loyal Customers
15075,77.0,1,773.03,4,5,3,453,Loyal Customers
12425,77.0,1,777.2,4,5,3,453,Loyal Customers
15744,77.0,1,34.8,4,4,5,445,Champions
12854,78.0,3,1305.85,4,3,2,432,Loyal Customers
12550,78.0,1,964.83,4,4,2,442,Loyal Customers
16627,78.0,1,322.8,4,4,4,444,Champions
17731,78.0,4,1240.11,4,2,2,422,Potential Loyalist
12604,78.0,2,254.18,4,4,4,444,Champions
14887,78.0,1,1862.0,4,5,2,452,Loyal Customers
12409,78.0,3,11072.67,4,3,1,431,Loyal Customers
15810,78.0,4,1391.98,4,2,2,422,Potential Loyalist
13959,78.0,3,583.44,4,2,3,423,Potential Loyalist
17172,78.0,1,317.76,4,4,4,444,Champions
13529,78.0,2,307.76,4,4,4,444,Champions
16213,78.0,1,159.0,4,5,5,455,Champions
13946,78.0,3,561.57,4,2,3,423,Potential Loyalist
16735,78.0,5,2207.56,4,2,1,421,Potential Loyalist
14951,78.0,1,311.69,4,4,4,444,Champions
12520,78.0,5,2634.26,4,2,1,421,Potential Loyalist
15603,78.0,1,48.48,4,5,5,455,Champions
17475,78.0,1,194.37,4,5,5,455,Champions
17027,78.0,6,839.66,4,1,3,413,Potential Loyalist
12435,79.0,2,7829.89,4,3,1,431,Loyal Customers
13356,79.0,1,768.24,4,5,3,453,Loyal Customers
13038,79.0,3,908.46,4,3,3,433,Loyal Customers
15026,79.0,3,469.0,4,3,4,434,Loyal Customers
12390,79.0,1,549.84,4,5,3,453,Loyal Customers
12701,79.0,2,797.71,4,3,3,433,Loyal Customers
16584,79.0,2,936.08,4,3,2,432,Loyal Customers
17415,79.0,1,507.84,4,5,3,453,Loyal Customers
16493,79.0,4,1351.63,4,2,2,422,Potential Loyalist
16928,79.0,17,2668.55,4,1,1,411,Potential Loyalist
14356,79.0,2,701.23,4,3,3,433,Loyal Customers
16777,79.0,2,216.38,4,4,5,445,Champions
17873,79.0,5,1838.76,4,2,2,422,Potential Loyalist
13908,79.0,4,2369.55,4,2,1,421,Potential Loyalist
18017,80.0,3,523.0,4,3,3,433,Loyal Customers
17628,80.0,1,75.75,4,5,5,455,Champions
14236,80.0,2,490.86,4,3,3,433,Loyal Customers
16624,80.0,2,791.85,4,3,3,433,Loyal Customers
15888,80.0,1,163.21,4,5,5,455,Champions
15341,80.0,1,2020.52,4,5,2,452,Loyal Customers
13228,80.0,1,358.0,4,4,4,444,Champions
16215,80.0,1,242.35,4,5,5,455,Champions
15504,80.0,1,52.83,4,5,5,455,Champions
15675,80.0,3,323.69,4,3,4,434,Loyal Customers
16527,80.0,1,228.06,4,5,5,455,Champions
12752,80.0,1,4366.78,4,5,1,451,Loyal Customers
17848,80.0,9,901.2,4,1,3,413,Potential Loyalist
13067,81.0,1,99.56,4,4,5,445,Champions
